"transcrito","locus","locus_antiguo","gen","producto","proteina","ubicacion","hebra","longitud_nt","pseudogen","copias_identicas","en_cuantificacion","analizable","en_universo","conjunto_flagelar","categoria","TPM_Pl25","TPM_Pl30","TPM_Pl37","TPM_pH06","TPM_pH07","TPM_pH08","log2FC_37vs25","padj_37vs25","log2FC_30vs25","padj_30vs25","log2FC_37vs30","padj_37vs30","log2FC_pH6vspH8","padj_pH6vspH8"
"lcl|NC_008783.1_cds_WP_005766273.1_275","BARBAKC583_RS01620","BARBAKC583_0336","omp10","outer membrane lipoprotein Omp10","WP_005766273.1","complement(330466..330840)","-",375,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",2116.7,2704.5,1531,1494.1,2029.6,1010.7,-0.009,0.968,0.475,0.0764,-0.347,0.142,0.484,0.0768
"lcl|NC_008783.1_cds_WP_005766275.1_276","BARBAKC583_RS01625","BARBAKC583_0337",NA,"sigma-54-dependent transcriptional regulator","WP_005766275.1","331097..332482","+",1386,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",232.4,573.9,434.2,287.4,389,172.8,1.181,0.000152,1.322,2.79e-05,-0.078,0.789,0.578,0.0556
"lcl|NC_008783.1_cds_BARBAKC583_RS01630_277","BARBAKC583_RS01630",NA,NA,"phospholipase D-like domain-containing protein",NA,"332875..334445","+",1571,TRUE,"",TRUE,TRUE,FALSE,FALSE,"",105.2,99.7,116.5,77.4,89.9,71.7,0.494,0.056,0.088,0.756,0.263,0.277,0.116,0.725
"lcl|NC_008783.1_cds_WP_005766280.1_278","BARBAKC583_RS01635","BARBAKC583_0341","guaB","IMP dehydrogenase","WP_005766280.1","334582..336081","+",1500,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",347.9,309.4,453.1,271.4,203.1,368.5,0.744,0.00271,0.031,0.908,0.554,0.0172,-0.343,0.19
"lcl|NC_008783.1_cds_WP_005766282.1_279","BARBAKC583_RS01640","BARBAKC583_0342",NA,"universal stress protein","WP_005766282.1","complement(336418..337278)","-",861,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",666.7,253.7,202.2,543.7,447.5,974.9,-1.244,5.89e-14,-1.115,6.9e-11,-0.084,0.71,-0.758,4.93e-06
"lcl|NC_008783.1_cds_WP_005766284.1_280","BARBAKC583_RS01645","BARBAKC583_0343",NA,"RsmB/NOP family class I SAM-dependent RNA methyltransferase","WP_005766284.1","337522..338808","+",1287,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",151.8,191.3,174.4,205.8,206.3,143.4,0.604,0.00643,0.498,0.0254,0.055,0.836,0.488,0.0286
"lcl|NC_008783.1_cds_WP_005766286.1_281","BARBAKC583_RS01650","BARBAKC583_0344","guaA","glutamine-hydrolyzing GMP synthase","WP_005766286.1","338944..340500","+",1557,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",201.5,113.4,103.1,172.1,140,182.6,-0.479,0.0428,-0.544,0.0222,0.047,0.861,-0.046,0.884
"lcl|NC_008783.1_cds_WP_005766289.1_282","BARBAKC583_RS01655","BARBAKC583_0345",NA,"glycerophosphodiester phosphodiesterase","WP_005766289.1","340681..341403","+",723,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",302.7,210.7,173.5,207.5,219.5,240.1,-0.246,0.401,-0.22,0.49,-0.022,0.941,-0.139,0.713
"lcl|NC_008783.1_cds_WP_005766292.1_283","BARBAKC583_RS01660","BARBAKC583_0346",NA,"sn-glycerol-3-phosphate import ATP-binding protein UgpC","WP_005766292.1","complement(341520..342557)","-",1038,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",461.4,351.2,267.1,283.6,301.4,417.7,-0.269,0.261,-0.137,0.616,-0.095,0.72,-0.445,0.088
"lcl|NC_008783.1_cds_WP_005766295.1_284","BARBAKC583_RS01665","BARBAKC583_0347","ugpE","sn-glycerol-3-phosphate ABC transporter permease UgpE","WP_005766295.1","complement(342560..343411)","-",852,FALSE,"",TRUE,TRUE,TRUE,FALSE,"TranspABC",259.7,213.3,175.7,128.3,168.5,153.9,-0.085,0.66,-0.055,0.822,-0.037,0.896,-0.202,0.435
"lcl|NC_008783.1_cds_WP_005766297.1_285","BARBAKC583_RS01670","BARBAKC583_0348","ugpA","sn-glycerol-3-phosphate ABC transporter permease UgpA","WP_005766297.1","complement(343422..344306)","-",885,FALSE,"",TRUE,TRUE,TRUE,FALSE,"TranspABC",401.1,347,220.2,157.3,316.6,225.4,-0.364,0.0969,0.008,0.982,-0.283,0.19,-0.426,0.0654
"lcl|NC_008783.1_cds_WP_005766299.1_286","BARBAKC583_RS01675","BARBAKC583_0349","ugpB","sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB","WP_005766299.1","complement(344404..345729)","-",1326,FALSE,"",TRUE,TRUE,TRUE,FALSE,"TranspABC",2817.5,2983.2,1945.8,1901.1,2138,2014.8,-0.056,0.769,0.248,0.263,-0.251,0.255,-0.047,0.87
"lcl|NC_008783.1_cds_WP_005766301.1_287","BARBAKC583_RS01680","BARBAKC583_0350",NA,"metal ABC transporter solute-binding protein, Zn/Mn family","WP_005766301.1","complement(346116..347063)","-",948,FALSE,"",TRUE,TRUE,TRUE,FALSE,"TranspABC",296.2,249.6,168.4,1240,1086.7,264.1,-0.263,0.388,-0.022,0.956,-0.151,0.568,1.882,8.02e-10
"lcl|NC_008783.1_cds_WP_005766303.1_288","BARBAKC583_RS01685","BARBAKC583_0351",NA,"metal ABC transporter permease","WP_005766303.1","complement(347074..347946)","-",873,FALSE,"",TRUE,TRUE,TRUE,FALSE,"TranspABC",172.2,135.8,118.8,393.7,524.8,69,-0.062,0.816,-0.092,0.76,0.012,0.965,2.318,4.51e-18
"lcl|NC_008783.1_cds_WP_005766305.1_289","BARBAKC583_RS01690","BARBAKC583_0352",NA,"ABC transporter ATP-binding protein","WP_005766305.1","complement(347972..348697)","-",726,FALSE,"",TRUE,TRUE,TRUE,FALSE,"TranspABC",642.1,1399.8,864.1,2909.4,3342.2,162,0.795,0.00274,1.213,4.01e-06,-0.266,0.277,4.131,3.43e-55
"lcl|NC_008783.1_cds_WP_005766307.1_290","BARBAKC583_RS01695","BARBAKC583_0354","nrdH","glutaredoxin-like protein NrdH","WP_005766307.1","349418..349642","+",225,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",217.7,144.9,194.8,216.1,165.9,176.5,0.178,0.612,-0.197,0.601,0.223,0.418,0.22,0.564
"lcl|NC_008783.1_cds_WP_005766309.1_291","BARBAKC583_RS01700","BARBAKC583_0355","nrdI","class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI","WP_005766309.1","349642..350034","+",393,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",215.5,136,159.7,395.3,171.9,134.3,-0.015,0.962,-0.325,0.312,0.183,0.492,1.234,3.49e-05
"lcl|NC_008783.1_cds_WP_011807312.1_292","BARBAKC583_RS01705","BARBAKC583_0356","nrdE","class 1b ribonucleoside-diphosphate reductase subunit alpha","WP_011807312.1","350022..352172","+",2151,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",293.3,165.5,150.9,359.4,220.7,471.6,-0.444,0.0993,-0.51,0.0599,0.04,0.893,-0.292,0.323
"lcl|NC_008783.1_cds_WP_005766313.1_293","BARBAKC583_RS01710","BARBAKC583_0358","nrdF","class 1b ribonucleoside-diphosphate reductase subunit beta","WP_005766313.1","352185..353159","+",975,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",446.2,248.4,182.7,595.5,381.6,896.8,-0.755,0.00966,-0.514,0.0723,-0.108,0.68,-0.447,0.125
"lcl|NC_008783.1_cds_WP_005766315.1_294","BARBAKC583_RS01715","BARBAKC583_0357","prmC","peptide chain release factor N(5)-glutamine methyltransferase","WP_005766315.1","complement(353156..354022)","-",867,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",146.8,169.6,112.7,43.9,72.6,58.1,0.042,0.823,0.388,0.0765,-0.245,0.268,-0.325,0.167
"lcl|NC_008783.1_cds_WP_005766317.1_295","BARBAKC583_RS01720","BARBAKC583_0359","prfA","peptide chain release factor 1","WP_005766317.1","complement(354019..355098)","-",1080,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",370.1,276.7,193.8,216.5,148.3,184.3,-0.442,0.0376,-0.167,0.453,-0.184,0.424,0.236,0.323
"lcl|NC_008783.1_cds_WP_005766321.1_296","BARBAKC583_RS01725","BARBAKC583_0360",NA,"Fur family transcriptional regulator","WP_005766321.1","complement(355283..355699)","-",417,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",478.6,445.7,360.8,198.9,247.8,173.9,0.021,0.935,0.091,0.755,-0.044,0.876,0.182,0.555
"lcl|NC_008783.1_cds_WP_005766323.1_297","BARBAKC583_RS01730","BARBAKC583_0361","secA","preprotein translocase subunit SecA","WP_005766323.1","complement(355713..358445)","-",2733,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",804.1,883.4,766.3,766.6,738.4,701.1,0.335,0.06,0.317,0.0853,0.016,0.945,0.145,0.504
"lcl|NC_008783.1_cds_WP_005766325.1_298","BARBAKC583_RS01735","BARBAKC583_0362",NA,"peptidylprolyl isomerase","WP_005766325.1","358846..359793","+",948,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",3885.8,5897.8,3058.8,3262.8,4943.2,6773.8,0.064,0.823,0.673,0.0205,-0.411,0.0998,-0.818,0.00329
"lcl|NC_008783.1_cds_WP_005766326.1_299","BARBAKC583_RS01740","BARBAKC583_0363","argJ","bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ","WP_005766326.1","359895..361133","+",1239,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",273.9,187.7,135.1,218.4,212.8,185.8,-0.553,0.00211,-0.286,0.123,-0.185,0.38,0.244,0.219
"lcl|NC_008783.1_cds_WP_005766328.1_300","BARBAKC583_RS01745","BARBAKC583_0364","mutT","8-oxo-dGTP diphosphatase MutT","WP_005766328.1","361255..361668","+",414,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",191.9,127.4,100.3,117.9,148.4,145.4,-0.432,0.0798,-0.325,0.205,-0.058,0.834,-0.232,0.399
"lcl|NC_008783.1_cds_WP_005766340.1_301","BARBAKC583_RS01750","BARBAKC583_0365",NA,"L-cystine transporter","WP_005766340.1","362009..363364","+",1356,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",666.1,542.5,571.1,495.4,433.5,396.3,0.144,0.47,-0.068,0.784,0.183,0.439,0.311,0.202
"lcl|NC_008783.1_cds_WP_035453132.1_302","BARBAKC583_RS01755","BARBAKC583_0366",NA,"methyltransferase domain-containing protein","WP_035453132.1","complement(363387..364265)","-",879,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",193.3,238.9,145.8,145.1,224.6,154.7,0.034,0.903,0.429,0.128,-0.254,0.321,-0.049,0.888
"lcl|NC_008783.1_cds_WP_005766344.1_303","BARBAKC583_RS01760","BARBAKC583_0367",NA,"ComF family protein","WP_005766344.1","364495..365250","+",756,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",68.4,32.3,33.6,61.4,50.2,52.5,-0.454,0.12,-0.704,0.0193,0.138,0.599,0.204,0.532
"lcl|NC_008783.1_cds_WP_005766346.1_304","BARBAKC583_RS01765","BARBAKC583_0368","grxC","glutaredoxin 3","WP_005766346.1","365290..365547","+",258,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",3346.2,3785,1593.2,2954.3,3859.8,2914.7,-0.533,0.0542,0.307,0.263,-0.746,0.00473,0.034,0.913
"lcl|NC_008783.1_cds_WP_005766349.1_305","BARBAKC583_RS01770","BARBAKC583_0369","ubiG","bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG","WP_005766349.1","complement(365565..366311)","-",747,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",394.8,849.1,801.8,373.7,663.6,450.7,1.377,1.26e-08,1.208,7.68e-07,0.087,0.74,-0.203,0.468
"lcl|NC_008783.1_cds_WP_005766353.1_306","BARBAKC583_RS01775","BARBAKC583_0370",NA,"aspartate kinase","WP_005766353.1","366495..367748","+",1254,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",96.9,69,61.9,103.4,66,71.6,-0.149,0.432,-0.244,0.271,0.048,0.852,0.499,0.0212
"lcl|NC_008783.1_cds_WP_005766355.1_307","BARBAKC583_RS01780","BARBAKC583_0371","nhaA","Na+/H+ antiporter NhaA","WP_005766355.1","complement(368168..369526)","-",1359,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",251.9,140.8,348.9,179.1,186.3,297.5,0.777,0.00944,-0.499,0.0883,1.222,3.03e-05,-0.545,0.0615
"lcl|NC_008783.1_cds_WP_005766357.1_308","BARBAKC583_RS01785","BARBAKC583_0372",NA,"hypothetical protein","WP_005766357.1","complement(369647..371350)","-",1704,FALSE,"",TRUE,TRUE,TRUE,FALSE,"Hipotetica",526.5,266.7,217.3,277.6,291.2,638.6,-0.725,0.0182,-0.617,0.0395,-0.035,0.909,-0.923,0.00109
"lcl|NC_008783.1_cds_WP_005766358.1_309","BARBAKC583_RS01790","BARBAKC583_0373",NA,"DUF2659 family protein","WP_005766358.1","371869..372540","+",672,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",509.7,624,610.4,605.9,446.4,652.8,0.636,0.00752,0.426,0.0741,0.116,0.638,-0.068,0.825
"lcl|NC_008783.1_cds_WP_005766360.1_310","BARBAKC583_RS01795","BARBAKC583_0374","der","ribosome biogenesis GTPase Der","WP_005766360.1","372545..373966","+",1422,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",156.4,126.3,119.8,160.8,132.5,119.8,0.028,0.855,-0.074,0.713,0.096,0.668,0.418,0.0272
"lcl|NC_008783.1_cds_WP_005766361.1_311","BARBAKC583_RS01800","BARBAKC583_0375",NA,"AtpZ/AtpI family protein","WP_005766361.1","374282..374719","+",438,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",1614.3,1875.8,1086.4,1539.9,1271.3,624.1,-0.085,0.607,0.393,0.0512,-0.431,0.0251,1.226,5.09e-11
"lcl|NC_008783.1_cds_WP_005766363.1_312","BARBAKC583_RS01805","BARBAKC583_0376",NA,"F0F1 ATP synthase subunit A","WP_005766363.1","374721..375479","+",759,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",1003.2,812.1,669.4,1235.9,881.9,1027.6,-0.097,0.689,-0.066,0.819,-0.032,0.914,0.251,0.399
"lcl|NC_008783.1_cds_WP_005766366.1_313","BARBAKC583_RS01810","BARBAKC583_0377",NA,"F0F1 ATP synthase subunit C","WP_005766366.1","375534..375764","+",231,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",13022.1,8232,6888.3,12386.7,12996.2,11488.5,-0.383,0.151,-0.357,0.189,-0.016,0.954,0.118,0.732
"lcl|NC_008783.1_cds_WP_005766367.1_314","BARBAKC583_RS01815","BARBAKC583_0378",NA,"F0F1 ATP synthase subunit B","WP_005766367.1","375891..376457","+",567,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",1387.1,693.2,708.2,1302.4,643.8,659.6,-0.458,0.087,-0.67,0.0126,0.125,0.625,0.841,0.00104
"lcl|NC_008783.1_cds_WP_005766369.1_315","BARBAKC583_RS01820","BARBAKC583_0379",NA,"F0F1 ATP synthase subunit B","WP_005766369.1","376469..376948","+",480,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",766.9,743,650.9,846.5,724.2,599.9,0.151,0.238,0.148,0.332,0.022,0.926,0.499,0.000582
"lcl|NC_008783.1_cds_WP_005766371.1_316","BARBAKC583_RS01825","BARBAKC583_0380","glyS","glycine--tRNA ligase subunit beta","WP_005766371.1","complement(377343..379565)","-",2223,FALSE,"",TRUE,TRUE,TRUE,FALSE,"Traduccion",400.4,296.6,167.5,256.2,227.3,235.3,-0.772,0.000291,-0.18,0.418,-0.438,0.0331,0.134,0.613
"lcl|NC_008783.1_cds_WP_005766373.1_317","BARBAKC583_RS01830","BARBAKC583_0381",NA,"glycine--tRNA ligase subunit alpha","WP_005766373.1","complement(379558..380508)","-",951,FALSE,"",TRUE,TRUE,TRUE,FALSE,"Traduccion",501.8,413.5,347.1,690,527.3,426.5,-0.054,0.757,-0.047,0.834,-0.019,0.942,0.653,0.00109
"lcl|NC_008783.1_cds_WP_005766374.1_318","BARBAKC583_RS01835","BARBAKC583_0382",NA,"tetratricopeptide repeat protein","WP_005766374.1","complement(380574..382304)","-",1731,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",237.8,196.7,142.7,121.2,162.5,246.5,-0.234,0.216,-0.042,0.849,-0.16,0.477,-0.901,3.37e-06
"lcl|NC_008783.1_cds_WP_005766376.1_319","BARBAKC583_RS01840","BARBAKC583_0383",NA,"polyprenyl synthetase family protein","WP_005766376.1","complement(382394..383443)","-",1050,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",300.5,304.7,238.2,291.1,334.7,304.3,0.067,0.639,0.214,0.242,-0.097,0.659,-0.032,0.888
"lcl|NC_008783.1_cds_WP_005766378.1_320","BARBAKC583_RS01845","BARBAKC583_0384",NA,"tRNA1(Val) (adenine(37)-N6)-methyltransferase","WP_005766378.1","383672..384463","+",792,FALSE,"",TRUE,TRUE,TRUE,FALSE,"Traduccion",247,221.6,187.1,191.4,163.5,142.4,0.026,0.854,0.054,0.776,-0.016,0.945,0.423,0.0184
"lcl|NC_008783.1_cds_WP_005766380.1_321","BARBAKC583_RS01850","BARBAKC583_0385",NA,"S49 family peptidase","WP_005766380.1","384566..385417","+",852,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",669.8,551.3,601.8,624.4,400,766.9,0.216,0.223,-0.054,0.794,0.24,0.239,-0.239,0.265
"lcl|NC_008783.1_cds_WP_005766382.1_322","BARBAKC583_RS01855","BARBAKC583_0386",NA,"hypothetical protein","WP_005766382.1","385496..385684","+",189,FALSE,"",TRUE,TRUE,TRUE,FALSE,"Hipotetica",614.9,555.6,524.8,464.2,371.5,493,0.138,0.617,0.06,0.851,0.057,0.844,-0.046,0.898
"lcl|NC_008783.1_cds_WP_005766384.1_323","BARBAKC583_RS01860","BARBAKC583_0387",NA,"4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase","WP_005766384.1","385681..386595","+",915,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",57,33.3,35.3,32.3,31.4,41.6,-0.162,0.589,-0.412,0.191,0.131,0.619,-0.248,0.463
"lcl|NC_008783.1_cds_WP_005766386.1_324","BARBAKC583_RS01865","BARBAKC583_0388",NA,"ribonuclease HII","WP_005766386.1","386884..387552","+",669,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",325.3,352.3,310.7,425,541.7,314.7,0.268,0.377,0.242,0.453,0.02,0.945,0.349,0.29
"lcl|NC_008783.1_cds_WP_005766387.1_325","BARBAKC583_RS01870","BARBAKC583_0389",NA,"L-threonylcarbamoyladenylate synthase","WP_005766387.1","387549..388511","+",963,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",108.3,121,95.4,90.7,116.3,79.4,0.194,0.423,0.326,0.219,-0.068,0.808,0.184,0.543
"lcl|NC_008783.1_cds_WP_005766389.1_326","BARBAKC583_RS01875","BARBAKC583_0390",NA,"FAD-binding oxidoreductase","WP_005766389.1","388514..389923","+",1410,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",105.4,88.8,72.2,95.3,94.7,85.7,-0.061,0.647,-0.022,0.904,-0.052,0.824,0.17,0.382
"lcl|NC_008783.1_cds_WP_005766393.1_327","BARBAKC583_RS01880","BARBAKC583_0391",NA,"DUF6101 family protein","WP_005766393.1","390075..390593","+",519,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",240.9,161.6,130.3,187.5,183.4,261.5,-0.351,0.182,-0.293,0.281,-0.036,0.907,-0.371,0.185
"lcl|NC_008783.1_cds_WP_005766396.1_328","BARBAKC583_RS01885","BARBAKC583_0392","purD","phosphoribosylamine--glycine ligase","WP_005766396.1","complement(390863..392137)","-",1275,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",365.5,361.2,344.6,532,529.5,678.3,0.279,0.19,0.158,0.503,0.092,0.718,-0.282,0.25
"lcl|NC_008783.1_cds_WP_005766398.1_329","BARBAKC583_RS01890","BARBAKC583_0393","ubiA","4-hydroxybenzoate octaprenyltransferase","WP_005766398.1","392230..393234","+",1005,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",269.9,211.1,193.1,292.9,271.3,243.7,-0.032,0.83,-0.12,0.54,0.063,0.798,0.273,0.163
"lcl|NC_008783.1_cds_WP_005766401.1_330","BARBAKC583_RS01895","BARBAKC583_0394","pdxH","pyridoxamine 5'-phosphate oxidase","WP_005766401.1","complement(393315..393938)","-",624,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",936,721.5,731.3,749,678.1,413.8,0.06,0.825,-0.111,0.717,0.12,0.645,0.713,0.00926
"lcl|NC_008783.1_cds_WP_005766402.1_331","BARBAKC583_RS01900","BARBAKC583_0395",NA,"DnaJ C-terminal domain-containing protein","WP_005766402.1","394256..395155","+",900,FALSE,"",TRUE,TRUE,TRUE,FALSE,"Chaperona",464.9,633.6,1006.1,637.2,673.3,217,1.386,3.65e-06,0.532,0.0711,0.545,0.0382,1.284,4.47e-06
"lcl|NC_008783.1_cds_WP_005766404.1_332","BARBAKC583_RS01905","BARBAKC583_0396","fabI","enoyl-ACP reductase FabI","WP_005766404.1","395293..396111","+",819,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",325.3,233.2,474.4,399,341.1,394.9,0.895,0.000166,-0.208,0.401,1.052,1.19e-05,0.042,0.89
"lcl|NC_008783.1_cds_WP_005766405.1_333","BARBAKC583_RS01910","BARBAKC583_0397","aroC","chorismate synthase","WP_005766405.1","396240..397334","+",1095,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",170.3,118.1,221.1,133.8,132.2,77.2,0.758,0.000316,-0.252,0.252,0.972,6.27e-06,0.737,0.000403
"lcl|NC_008783.1_cds_WP_005766407.1_334","BARBAKC583_RS01915","BARBAKC583_0398","ribB","3,4-dihydroxy-2-butanone-4-phosphate synthase","WP_005766407.1","397345..398457","+",1113,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",226.8,197.7,271.1,159.8,186.9,187.3,0.654,0.000283,0.005,0.982,0.561,0.00198,-0.18,0.399
"lcl|NC_008783.1_cds_WP_005766408.1_335","BARBAKC583_RS01920","BARBAKC583_0399",NA,"exodeoxyribonuclease VII small subunit","WP_005766408.1","398465..398719","+",255,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",1366.2,3607,2421.9,1469.5,2528.1,723.2,0.941,0.0218,1.189,0.00337,-0.105,0.701,0.624,0.0818
"lcl|NC_008783.1_cds_WP_005766409.1_336","BARBAKC583_RS01925","BARBAKC583_0400","dxs","1-deoxy-D-xylulose-5-phosphate synthase","WP_005766409.1","398917..400833","+",1917,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",346.5,245.8,244.9,342.5,301.2,222.3,-0.04,0.844,-0.226,0.332,0.126,0.599,0.574,0.0121
"lcl|NC_008783.1_cds_WP_005766410.1_337","BARBAKC583_RS01935","BARBAKC583_0401",NA,"TlyA family RNA methyltransferase","WP_005766410.1","400841..401593","+",753,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",108.5,56.5,37.8,91.7,60.9,70.7,-0.945,0.002,-0.598,0.0487,-0.15,0.569,0.316,0.321
"lcl|NC_008783.1_cds_WP_005766412.1_338","BARBAKC583_RS01940","BARBAKC583_0402",NA,"class I SAM-dependent RNA methyltransferase","WP_005766412.1","401583..402836","+",1254,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",104.9,73.6,51.2,83.3,82.9,100.4,-0.539,0.0218,-0.25,0.291,-0.173,0.469,-0.205,0.436
"lcl|NC_008783.1_cds_WP_005766414.1_339","BARBAKC583_RS01945","BARBAKC583_0403","tldD","metalloprotease TldD","WP_005766414.1","complement(402896..404314)","-",1419,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",253.5,365.1,405.1,249.1,293.9,373.5,1.068,2.54e-08,0.686,5e-04,0.263,0.19,-0.5,0.0127
"lcl|NC_008783.1_cds_WP_005766417.1_340","BARBAKC583_RS01950","BARBAKC583_0404",NA,"invasion associated locus B family protein","WP_005766417.1","complement(404424..404963)","-",540,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",660.4,812.5,610.1,411.4,706.1,545.3,0.248,0.323,0.429,0.108,-0.096,0.72,-0.311,0.283
"lcl|NC_008783.1_cds_WP_005766421.1_341","BARBAKC583_RS01955","BARBAKC583_0405","cyoE","heme o synthase","WP_005766421.1","405361..406296","+",936,FALSE,"",TRUE,TRUE,TRUE,FALSE,"HierroHemo",242.1,90.3,114.2,212.2,165.7,351.2,-0.517,0.108,-0.989,0.00231,0.251,0.35,-0.512,0.106
"lcl|NC_008783.1_cds_WP_005766424.1_342","BARBAKC583_RS01960","BARBAKC583_0406","ispH","4-hydroxy-3-methylbut-2-enyl diphosphate reductase","WP_005766424.1","406484..407533","+",1050,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",203.5,178.6,143.2,216,142.3,109.5,-0.042,0.82,0.022,0.926,-0.061,0.817,0.906,6.96e-06
"lcl|NC_008783.1_cds_WP_005766426.1_343","BARBAKC583_RS01965","BARBAKC583_0409","rnhA","ribonuclease HI","WP_005766426.1","407962..408429","+",468,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",160.7,107.8,58.3,105,185.4,98.4,-0.773,0.0368,-0.236,0.522,-0.242,0.38,0.077,0.855
"lcl|NC_008783.1_cds_WP_005766429.1_344","BARBAKC583_RS01970","BARBAKC583_0408",NA,"protein-disulfide reductase DsbD domain-containing protein","WP_005766429.1","complement(408419..409324)","-",906,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",143.6,275.2,214.6,55.7,129.8,86.6,0.901,0.0031,0.981,0.00109,-0.059,0.838,-0.473,0.119
"lcl|NC_008783.1_cds_BARBAKC583_RS06785_345","BARBAKC583_RS06785",NA,NA,"YqgE/AlgH family protein",NA,"409459..409985","+",527,TRUE,"",TRUE,TRUE,FALSE,FALSE,"",94.5,132.3,119.7,36.8,71.4,47.6,0.675,0.0251,0.542,0.0689,0.05,0.861,-0.263,0.426
"lcl|NC_008783.1_cds_WP_005766431.1_346","BARBAKC583_RS01975","BARBAKC583_0410",NA,"EAL domain-containing protein","WP_005766431.1","complement(410045..412921)","-",2877,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",285,165.3,122.5,152.9,127.7,168.5,-0.734,0.000631,-0.511,0.0191,-0.133,0.573,-0.097,0.732
"lcl|NC_008783.1_cds_WP_005766433.1_347","BARBAKC583_RS01980","BARBAKC583_0411",NA,"M16 family metallopeptidase","WP_005766433.1","complement(413366..414634)","-",1269,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",372.5,554.5,591,256.8,445.7,384.4,1.033,1.37e-05,0.7,0.00342,0.19,0.431,-0.473,0.0541
"lcl|NC_008783.1_cds_WP_005766436.1_348","BARBAKC583_RS01985","BARBAKC583_0412",NA,"HAD family hydrolase","WP_005766436.1","complement(415015..415707)","-",693,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",699.3,1213.6,871.5,388.4,706.8,855.7,0.693,0.00577,0.897,0.000267,-0.138,0.576,-0.957,5.05e-05
"lcl|NC_008783.1_cds_WP_005766438.1_349","BARBAKC583_RS01990","BARBAKC583_0413",NA,"site-specific DNA-methyltransferase","WP_005766438.1","416018..417154","+",1137,FALSE,"",TRUE,TRUE,TRUE,FALSE,"",272.2,155.9,236,203.7,120,209.7,0.148,0.494,-0.512,0.0392,0.595,0.0113,-0.007,0.984
